season,team,date,time,roof,surface,attendance,temp(f),humidity (%),wind(mph),home,wins,losses,predictedToWin,points,pointsGivenUp,possessionTime,firstDowns,3rdDownConv%,4thDownAtt,4thDownConv%,yards,yardsGivenUp,turnovers,rushAtt,rushYds,rushTDs,passAtt,cmp%,passYds,passTDs,passINTs,sacks,allowedSacks,fumbleRec,penalties,opponent,oppWins,oppLosses,oppPoints,oppPointsGivenUp,oppPossessionTime,oppFirstDowns,opp3rdDownConv%,opp4thDownAtt,opp4thDownConv%,oppYards,oppYardsGivenUp,oppTurnovers,oppRushAtt,oppRushYds,oppRushTDs,oppPassAtt,oppCmp%,oppPassYds,oppPassTDs,oppPassINTs,oppSacks,oppAllowedSacks,oppFumbleRec,oppPenalties,win
2018,DAL,2018-11-22,04:30:00,dome,turf,92076,,,,True,5,5,True,21.39,20.89,1877,20.22,38.24,1.39,63.93,343.83,334.78,1.00,27.50,120.94,0.94,32.89,67.19,243.17,1.33,0.50,2.22,3.22,0.61,6.33,WAS,6,4,17.56,22.44,1778,17.50,34.98,1.12,55.56,299.69,353.38,1.19,25.88,110.88,0.75,31.81,60.88,205.44,1.00,0.94,2.88,2.75,0.69,7.19,True
2018,DET,2018-11-22,12:30:00,dome,turf,65684,,,,True,4,6,False,20.25,22.50,1884,20.31,36.29,1.12,57.92,327.25,335.00,1.19,25.25,103.75,0.69,35.88,66.25,240.25,1.38,0.75,2.69,2.56,0.44,5.88,CHI,7,3,25.40,15.87,1919,20.13,40.45,0.60,62.50,334.33,281.07,1.20,28.20,114.73,0.93,32.27,66.91,229.87,1.60,0.73,3.20,1.87,0.53,5.73,False
2018,NOR,2018-11-22,08:20:00,dome,turf,73017,,,,True,9,1,True,30.39,21.83,1929,23.39,45.09,1.00,81.67,376.50,345.17,1.00,29.06,122.78,1.44,33.22,72.58,262.44,2.06,0.50,2.78,1.33,0.67,6.00,ATL,4,6,25.88,26.44,1776,22.00,44.81,1.19,35.71,389.12,384.50,1.12,21.94,98.31,0.69,38.56,69.13,309.31,2.25,0.44,2.31,2.62,0.25,6.31,True
2018,WAS,2018-11-22,04:30:00,dome,turf,92076,,,,False,6,4,False,17.56,22.44,1778,17.50,34.98,1.12,55.56,299.69,353.38,1.19,25.88,110.88,0.75,31.81,60.88,205.44,1.00,0.94,2.88,2.75,0.69,7.19,DAL,5,5,21.39,20.89,1877,20.22,38.24,1.39,63.93,343.83,334.78,1.00,27.50,120.94,0.94,32.89,67.19,243.17,1.33,0.50,2.22,3.22,0.61,6.33,False
2018,ARI,2018-11-25,04:05:00,outdoors,grass,25343,74,3,,False,2,8,False,14.06,26.56,1593,14.94,28.04,1.00,31.82,241.56,358.81,1.75,22.19,83.88,0.56,30.94,56.69,180.25,0.94,1.12,3.06,3.25,0.56,6.31,LAC,7,3,26.61,21.50,1823,20.78,38.41,0.56,94.44,363.33,337.00,1.22,24.56,110.06,1.00,33.06,66.89,267.06,1.94,0.72,2.50,2.06,0.50,6.83,False
2018,BAL,2018-11-25,01:00:00,outdoors,grass,70035,60,7,,True,5,5,False,24.87,18.07,1951,21.93,45.25,1.33,66.67,366.47,271.47,1.33,33.67,148.07,1.20,33.47,60.65,230.47,1.20,0.60,2.40,2.33,0.40,7.20,OAK,2,8,16.33,28.33,1836,18.20,38.13,1.00,43.33,320.93,374.33,1.47,23.87,99.27,0.60,33.20,69.95,241.33,1.00,0.53,0.73,3.27,0.07,6.93,True
2018,BUF,2018-11-25,01:00:00,outdoors,turf,57799,44,12,,True,3,7,False,16.81,23.38,1829,17.69,31.19,1.12,36.36,298.62,294.12,2.00,29.25,124.00,0.94,31.19,54.19,192.62,0.81,1.44,2.25,2.56,0.69,7.25,JAX,3,7,15.31,19.75,1814,17.31,39.83,1.06,43.75,302.00,311.44,1.81,26.00,107.69,0.44,33.50,61.20,214.44,0.94,0.81,2.31,3.31,0.38,7.56,True
2018,CAR,2018-11-25,01:00:00,outdoors,grass,74002,57,1,,True,6,4,True,23.50,23.88,1844,22.25,41.24,1.19,47.62,373.25,353.19,1.38,26.00,133.50,1.06,35.19,67.46,254.44,1.75,1.00,2.19,2.00,0.62,5.75,SEA,5,5,26.69,21.56,1843,20.12,35.87,0.94,75.00,347.94,355.12,0.69,32.69,154.06,0.94,26.44,65.18,215.25,2.12,0.44,2.56,3.06,0.81,6.38,False
2018,CIN,2018-11-25,01:00:00,outdoors,turf,56122,44,4,,True,5,5,False,23.00,28.44,1647,19.00,35.16,1.06,45.00,310.75,413.62,1.06,22.44,105.12,0.81,33.88,61.24,223.06,1.69,0.81,2.12,2.31,0.38,7.12,CLE,3,6,21.75,24.25,1694,19.50,38.37,1.33,55.56,363.75,365.42,1.42,24.25,106.42,0.75,34.67,66.25,267.67,1.92,1.08,2.00,1.58,0.67,5.75,False
2018,CLE,2018-11-25,01:00:00,outdoors,turf,56122,44,4,,False,3,6,True,21.75,24.25,1694,19.50,38.37,1.33,55.56,363.75,365.42,1.42,24.25,106.42,0.75,34.67,66.25,267.67,1.92,1.08,2.00,1.58,0.67,5.75,CIN,5,5,23.00,28.44,1647,19.00,35.16,1.06,45.00,310.75,413.62,1.06,22.44,105.12,0.81,33.88,61.24,223.06,1.69,0.81,2.12,2.31,0.38,7.12,True
2018,DEN,2018-11-25,04:25:00,outdoors,grass,76536,41,7,,True,4,6,False,20.56,21.81,1738,20.00,32.91,1.56,53.18,350.12,365.12,1.31,24.56,119.19,1.12,36.75,62.12,245.62,1.19,0.94,2.75,2.12,0.69,7.81,PIT,7,2,27.13,22.60,1843,23.53,43.75,0.93,65.00,398.73,327.20,1.33,20.67,85.73,0.93,43.20,67.93,322.60,2.27,0.93,3.00,1.33,0.47,6.60,True
2018,GNB,2018-11-25,08:20:00,dome,turf,66872,,,,False,4,5,False,21.64,23.79,1750,19.50,35.56,1.29,39.39,358.14,344.29,1.00,20.64,103.00,0.79,38.79,60.34,279.00,1.57,0.29,2.86,3.21,0.57,6.50,MIN,5,4,22.07,20.80,1765,19.07,34.32,1.40,41.67,336.60,306.93,1.27,22.60,95.00,0.60,37.20,69.94,258.20,1.73,0.60,3.07,2.53,0.53,5.60,False
2018,IND,2018-11-25,04:25:00,dome,turf,57069,,,,True,5,5,True,25.94,21.22,1776,22.89,46.66,0.89,51.85,381.50,343.89,1.44,25.39,111.39,0.78,39.56,66.33,278.89,2.33,0.89,2.50,1.17,0.67,7.33,MIA,5,5,19.20,27.00,1652,15.27,27.91,0.87,59.38,273.13,386.00,1.33,22.67,105.13,0.47,27.40,64.85,195.27,1.53,0.73,1.93,3.47,0.33,6.73,True
2018,JAX,2018-11-25,01:00:00,outdoors,turf,57799,44,12,,False,3,7,True,15.31,19.75,1814,17.31,39.83,1.06,43.75,302.00,311.44,1.81,26.00,107.69,0.44,33.50,61.20,214.44,0.94,0.81,2.31,3.31,0.38,7.56,BUF,3,7,16.81,23.38,1829,17.69,31.19,1.12,36.36,298.62,294.12,2.00,29.25,124.00,0.94,31.19,54.19,192.62,0.81,1.44,2.25,2.56,0.69,7.25,False
2018,LAC,2018-11-25,04:05:00,outdoors,grass,25343,74,3,,True,7,3,True,26.61,21.50,1823,20.78,38.41,0.56,94.44,363.33,337.00,1.22,24.56,110.06,1.00,33.06,66.89,267.06,1.94,0.72,2.50,2.06,0.50,6.83,ARI,2,8,14.06,26.56,1593,14.94,28.04,1.00,31.82,241.56,358.81,1.75,22.19,83.88,0.56,30.94,56.69,180.25,0.94,1.12,3.06,3.25,0.56,6.31,True
2018,MIA,2018-11-25,04:25:00,dome,turf,57069,,,,False,5,5,False,19.20,27.00,1652,15.27,27.91,0.87,59.38,273.13,386.00,1.33,22.67,105.13,0.47,27.40,64.85,195.27,1.53,0.73,1.93,3.47,0.33,6.73,IND,5,5,25.94,21.22,1776,22.89,46.66,0.89,51.85,381.50,343.89,1.44,25.39,111.39,0.78,39.56,66.33,278.89,2.33,0.89,2.50,1.17,0.67,7.33,False
2018,MIN,2018-11-25,08:20:00,dome,turf,66872,,,,True,5,4,True,22.07,20.80,1765,19.07,34.32,1.40,41.67,336.60,306.93,1.27,22.60,95.00,0.60,37.20,69.94,258.20,1.73,0.60,3.07,2.53,0.53,5.60,GNB,4,5,21.64,23.79,1750,19.50,35.56,1.29,39.39,358.14,344.29,1.00,20.64,103.00,0.79,38.79,60.34,279.00,1.57,0.29,2.86,3.21,0.57,6.50,True
2018,NWE,2018-11-25,01:00:00,outdoors,turf,77982,54,8,,False,7,3,True,27.22,19.78,1897,23.17,39.79,0.89,47.44,400.00,352.28,1.06,30.22,130.33,1.28,36.28,65.87,278.33,1.67,0.67,2.00,1.22,0.61,5.83,NYJ,3,7,19.67,26.47,1750,15.67,31.78,1.33,46.97,294.47,369.73,2.00,26.00,105.00,0.67,32.60,56.82,204.20,1.00,1.27,2.33,2.33,0.40,6.53,True
2018,NYG,2018-11-25,01:00:00,outdoors,grass,69696,56,10,,False,3,7,False,22.60,25.67,1720,18.60,36.57,1.20,44.79,357.27,371.07,1.20,21.67,100.60,0.87,36.47,67.45,279.07,1.40,0.73,1.67,2.93,0.27,6.80,PHI,4,6,22.00,21.00,1909,21.00,39.36,1.41,61.25,350.76,366.94,1.53,24.41,90.82,0.76,36.47,69.56,273.12,1.76,0.88,2.65,2.18,0.41,5.82,False
2018,NYJ,2018-11-25,01:00:00,outdoors,turf,77982,54,8,,True,3,7,False,19.67,26.47,1750,15.67,31.78,1.33,46.97,294.47,369.73,2.00,26.00,105.00,0.67,32.60,56.82,204.20,1.00,1.27,2.33,2.33,0.40,6.53,NWE,7,3,27.22,19.78,1897,23.17,39.79,0.89,47.44,400.00,352.28,1.06,30.22,130.33,1.28,36.28,65.87,278.33,1.67,0.67,2.00,1.22,0.61,5.83,False
2018,OAK,2018-11-25,01:00:00,outdoors,grass,70035,60,7,,False,2,8,False,16.33,28.33,1836,18.20,38.13,1.00,43.33,320.93,374.33,1.47,23.87,99.27,0.60,33.20,69.95,241.33,1.00,0.53,0.73,3.27,0.07,6.93,BAL,5,5,24.87,18.07,1951,21.93,45.25,1.33,66.67,366.47,271.47,1.33,33.67,148.07,1.20,33.47,60.65,230.47,1.20,0.60,2.40,2.33,0.40,7.20,False
2018,PHI,2018-11-25,01:00:00,outdoors,grass,69696,56,10,,True,4,6,True,22.00,21.00,1909,21.00,39.36,1.41,61.25,350.76,366.94,1.53,24.41,90.82,0.76,36.47,69.56,273.12,1.76,0.88,2.65,2.18,0.41,5.82,NYG,3,7,22.60,25.67,1720,18.60,36.57,1.20,44.79,357.27,371.07,1.20,21.67,100.60,0.87,36.47,67.45,279.07,1.40,0.73,1.67,2.93,0.27,6.80,True
2018,PIT,2018-11-25,04:25:00,outdoors,grass,76536,41,7,,False,7,2,False,27.13,22.60,1843,23.53,43.75,0.93,65.00,398.73,327.20,1.33,20.67,85.73,0.93,43.20,67.93,322.60,2.27,0.93,3.00,1.33,0.47,6.60,DEN,4,6,20.56,21.81,1738,20.00,32.91,1.56,53.18,350.12,365.12,1.31,24.56,119.19,1.12,36.75,62.12,245.62,1.19,0.94,2.75,2.12,0.69,7.81,False
2018,SEA,2018-11-25,01:00:00,outdoors,grass,74002,57,1,,False,5,5,False,26.69,21.56,1843,20.12,35.87,0.94,75.00,347.94,355.12,0.69,32.69,154.06,0.94,26.44,65.18,215.25,2.12,0.44,2.56,3.06,0.81,6.38,CAR,6,4,23.50,23.88,1844,22.25,41.24,1.19,47.62,373.25,353.19,1.38,26.00,133.50,1.06,35.19,67.46,254.44,1.75,1.00,2.19,2.00,0.62,5.75,True
2018,SFO,2018-11-25,01:00:00,outdoors,grass,50436,77,7,,False,2,8,False,21.07,27.47,1796,21.60,36.08,0.67,42.86,361.20,344.07,2.07,26.47,120.53,0.47,33.53,62.03,264.80,1.67,1.33,2.27,3.00,0.33,6.93,TAM,3,7,24.67,29.40,1801,23.60,45.99,0.80,64.29,412.80,388.60,2.07,23.80,93.93,0.53,38.20,65.78,332.87,2.40,1.60,2.20,2.47,0.47,7.27,False
2018,TAM,2018-11-25,01:00:00,outdoors,grass,50436,77,7,,True,3,7,True,24.67,29.40,1801,23.60,45.99,0.80,64.29,412.80,388.60,2.07,23.80,93.93,0.53,38.20,65.78,332.87,2.40,1.60,2.20,2.47,0.47,7.27,SFO,2,8,21.07,27.47,1796,21.60,36.08,0.67,42.86,361.20,344.07,2.07,26.47,120.53,0.47,33.53,62.03,264.80,1.67,1.33,2.27,3.00,0.33,6.93,True
2018,HOU,2018-11-26,08:15:00,dome,turf,71826,,,,True,7,3,True,24.06,19.82,1839,20.76,35.18,1.00,58.18,360.24,347.76,1.00,28.71,125.06,0.71,32.65,67.70,258.82,1.59,0.59,2.53,3.82,0.82,6.65,TEN,5,5,18.93,18.67,1764,17.80,39.40,0.60,42.86,307.00,326.80,1.13,28.93,130.47,0.93,26.27,67.39,194.07,0.93,0.73,2.33,2.93,0.33,5.20,True
2018,TEN,2018-11-26,08:15:00,dome,turf,71826,,,,False,5,5,False,18.93,18.67,1764,17.80,39.40,0.60,42.86,307.00,326.80,1.13,28.93,130.47,0.93,26.27,67.39,194.07,0.93,0.73,2.33,2.93,0.33,5.20,HOU,7,3,24.06,19.82,1839,20.76,35.18,1.00,58.18,360.24,347.76,1.00,28.71,125.06,0.71,32.65,67.70,258.82,1.59,0.59,2.53,3.82,0.82,6.65,False
2018,DAL,2018-11-29,08:20:00,dome,turf,93004,,,,True,6,5,False,21.39,20.89,1877,20.22,38.24,1.39,63.93,343.83,334.78,1.00,27.50,120.94,0.94,32.89,67.19,243.17,1.33,0.50,2.22,3.22,0.61,6.33,NOR,10,1,30.39,21.83,1929,23.39,45.09,1.00,81.67,376.50,345.17,1.00,29.06,122.78,1.44,33.22,72.58,262.44,2.06,0.50,2.78,1.33,0.67,6.00,True
2018,NOR,2018-11-29,08:20:00,dome,turf,93004,,,,False,10,1,True,30.39,21.83,1929,23.39,45.09,1.00,81.67,376.50,345.17,1.00,29.06,122.78,1.44,33.22,72.58,262.44,2.06,0.50,2.78,1.33,0.67,6.00,DAL,6,5,21.39,20.89,1877,20.22,38.24,1.39,63.93,343.83,334.78,1.00,27.50,120.94,0.94,32.89,67.19,243.17,1.33,0.50,2.22,3.22,0.61,6.33,False
2018,ARI,2018-12-02,01:00:00,outdoors,grass,77234,34,20,,False,2,9,False,14.06,26.56,1593,14.94,28.04,1.00,31.82,241.56,358.81,1.75,22.19,83.88,0.56,30.94,56.69,180.25,0.94,1.12,3.06,3.25,0.56,6.31,GNB,4,6,21.64,23.79,1750,19.50,35.56,1.29,39.39,358.14,344.29,1.00,20.64,103.00,0.79,38.79,60.34,279.00,1.57,0.29,2.86,3.21,0.57,6.50,True
2018,ATL,2018-12-02,01:00:00,outdoors,turf,72262,,,,True,4,7,True,25.88,26.44,1776,22.00,44.81,1.19,35.71,389.12,384.50,1.12,21.94,98.31,0.69,38.56,69.13,309.31,2.25,0.44,2.31,2.62,0.25,6.31,BAL,6,5,24.87,18.07,1951,21.93,45.25,1.33,66.67,366.47,271.47,1.33,33.67,148.07,1.20,33.47,60.65,230.47,1.20,0.60,2.40,2.33,0.40,7.20,False
2018,BAL,2018-12-02,01:00:00,outdoors,turf,72262,,,,False,6,5,False,24.87,18.07,1951,21.93,45.25,1.33,66.67,366.47,271.47,1.33,33.67,148.07,1.20,33.47,60.65,230.47,1.20,0.60,2.40,2.33,0.40,7.20,ATL,4,7,25.88,26.44,1776,22.00,44.81,1.19,35.71,389.12,384.50,1.12,21.94,98.31,0.69,38.56,69.13,309.31,2.25,0.44,2.31,2.62,0.25,6.31,True
2018,BUF,2018-12-02,01:00:00,outdoors,grass,65155,86,15,,False,4,7,False,16.81,23.38,1829,17.69,31.19,1.12,36.36,298.62,294.12,2.00,29.25,124.00,0.94,31.19,54.19,192.62,0.81,1.44,2.25,2.56,0.69,7.25,MIA,5,6,19.20,27.00,1652,15.27,27.91,0.87,59.38,273.13,386.00,1.33,22.67,105.13,0.47,27.40,64.85,195.27,1.53,0.73,1.93,3.47,0.33,6.73,False
2018,CAR,2018-12-02,01:00:00,outdoors,grass,52568,81,15,,False,6,5,True,23.50,23.88,1844,22.25,41.24,1.19,47.62,373.25,353.19,1.38,26.00,133.50,1.06,35.19,67.46,254.44,1.75,1.00,2.19,2.00,0.62,5.75,TAM,4,7,24.67,29.40,1801,23.60,45.99,0.80,64.29,412.80,388.60,2.07,23.80,93.93,0.53,38.20,65.78,332.87,2.40,1.60,2.20,2.47,0.47,7.27,False
2018,CIN,2018-12-02,01:00:00,outdoors,turf,44392,63,12,,True,5,6,False,23.00,28.44,1647,19.00,35.16,1.06,45.00,310.75,413.62,1.06,22.44,105.12,0.81,33.88,61.24,223.06,1.69,0.81,2.12,2.31,0.38,7.12,DEN,5,6,20.56,21.81,1738,20.00,32.91,1.56,53.18,350.12,365.12,1.31,24.56,119.19,1.12,36.75,62.12,245.62,1.19,0.94,2.75,2.12,0.69,7.81,False
2018,CLE,2018-12-02,01:00:00,dome,turf,71741,,,,False,4,6,False,21.75,24.25,1694,19.50,38.37,1.33,55.56,363.75,365.42,1.42,24.25,106.42,0.75,34.67,66.25,267.67,1.92,1.08,2.00,1.58,0.67,5.75,HOU,8,3,24.06,19.82,1839,20.76,35.18,1.00,58.18,360.24,347.76,1.00,28.71,125.06,0.71,32.65,67.70,258.82,1.59,0.59,2.53,3.82,0.82,6.65,False
2018,DEN,2018-12-02,01:00:00,outdoors,turf,44392,63,12,,False,5,6,True,20.56,21.81,1738,20.00,32.91,1.56,53.18,350.12,365.12,1.31,24.56,119.19,1.12,36.75,62.12,245.62,1.19,0.94,2.75,2.12,0.69,7.81,CIN,5,6,23.00,28.44,1647,19.00,35.16,1.06,45.00,310.75,413.62,1.06,22.44,105.12,0.81,33.88,61.24,223.06,1.69,0.81,2.12,2.31,0.38,7.12,True
2018,DET,2018-12-02,01:00:00,dome,turf,60974,,,,True,4,7,False,20.25,22.50,1884,20.31,36.29,1.12,57.92,327.25,335.00,1.19,25.25,103.75,0.69,35.88,66.25,240.25,1.38,0.75,2.69,2.56,0.44,5.88,LAR,10,1,30.84,23.26,1853,24.42,42.51,0.95,55.55,412.37,354.84,1.11,29.00,139.11,1.42,35.53,63.78,287.05,1.74,0.74,2.37,2.00,0.63,6.11,False
2018,GNB,2018-12-02,01:00:00,outdoors,grass,77234,34,20,,True,4,6,True,21.64,23.79,1750,19.50,35.56,1.29,39.39,358.14,344.29,1.00,20.64,103.00,0.79,38.79,60.34,279.00,1.57,0.29,2.86,3.21,0.57,6.50,ARI,2,9,14.06,26.56,1593,14.94,28.04,1.00,31.82,241.56,358.81,1.75,22.19,83.88,0.56,30.94,56.69,180.25,0.94,1.12,3.06,3.25,0.56,6.31,False
2018,HOU,2018-12-02,01:00:00,dome,turf,71741,,,,True,8,3,True,24.06,19.82,1839,20.76,35.18,1.00,58.18,360.24,347.76,1.00,28.71,125.06,0.71,32.65,67.70,258.82,1.59,0.59,2.53,3.82,0.82,6.65,CLE,4,6,21.75,24.25,1694,19.50,38.37,1.33,55.56,363.75,365.42,1.42,24.25,106.42,0.75,34.67,66.25,267.67,1.92,1.08,2.00,1.58,0.67,5.75,True
2018,IND,2018-12-02,01:00:00,outdoors,grass,67030,78,13,,False,6,5,True,25.94,21.22,1776,22.89,46.66,0.89,51.85,381.50,343.89,1.44,25.39,111.39,0.78,39.56,66.33,278.89,2.33,0.89,2.50,1.17,0.67,7.33,JAX,3,8,15.31,19.75,1814,17.31,39.83,1.06,43.75,302.00,311.44,1.81,26.00,107.69,0.44,33.50,61.20,214.44,0.94,0.81,2.31,3.31,0.38,7.56,False
2018,JAX,2018-12-02,01:00:00,outdoors,grass,67030,78,13,,True,3,8,False,15.31,19.75,1814,17.31,39.83,1.06,43.75,302.00,311.44,1.81,26.00,107.69,0.44,33.50,61.20,214.44,0.94,0.81,2.31,3.31,0.38,7.56,IND,6,5,25.94,21.22,1776,22.89,46.66,0.89,51.85,381.50,343.89,1.44,25.39,111.39,0.78,39.56,66.33,278.89,2.33,0.89,2.50,1.17,0.67,7.33,True
2018,KAN,2018-12-02,04:05:00,outdoors,grass,54255,57,6,,False,9,2,True,35.56,25.62,1762,23.94,46.68,1.00,80.83,425.06,402.06,1.12,24.56,121.31,1.19,35.69,66.22,314.19,3.00,0.69,3.31,1.69,0.75,8.50,OAK,2,9,16.33,28.33,1836,18.20,38.13,1.00,43.33,320.93,374.33,1.47,23.87,99.27,0.60,33.20,69.95,241.33,1.00,0.53,0.73,3.27,0.07,6.93,True
2018,LAC,2018-12-02,08:20:00,outdoors,grass,61069,57,8,,False,8,3,False,26.61,21.50,1823,20.78,38.41,0.56,94.44,363.33,337.00,1.22,24.56,110.06,1.00,33.06,66.89,267.06,1.94,0.72,2.50,2.06,0.50,6.83,PIT,7,3,27.13,22.60,1843,23.53,43.75,0.93,65.00,398.73,327.20,1.33,20.67,85.73,0.93,43.20,67.93,322.60,2.27,0.93,3.00,1.33,0.47,6.60,True
2018,LAR,2018-12-02,01:00:00,dome,turf,60974,,,,False,10,1,True,30.84,23.26,1853,24.42,42.51,0.95,55.55,412.37,354.84,1.11,29.00,139.11,1.42,35.53,63.78,287.05,1.74,0.74,2.37,2.00,0.63,6.11,DET,4,7,20.25,22.50,1884,20.31,36.29,1.12,57.92,327.25,335.00,1.19,25.25,103.75,0.69,35.88,66.25,240.25,1.38,0.75,2.69,2.56,0.44,5.88,True
2018,MIA,2018-12-02,01:00:00,outdoors,grass,65155,86,15,,True,5,6,True,19.20,27.00,1652,15.27,27.91,0.87,59.38,273.13,386.00,1.33,22.67,105.13,0.47,27.40,64.85,195.27,1.53,0.73,1.93,3.47,0.33,6.73,BUF,4,7,16.81,23.38,1829,17.69,31.19,1.12,36.36,298.62,294.12,2.00,29.25,124.00,0.94,31.19,54.19,192.62,0.81,1.44,2.25,2.56,0.69,7.25,True
2018,MIN,2018-12-02,04:25:00,outdoors,turf,65878,53,6,,False,6,4,False,22.07,20.80,1765,19.07,34.32,1.40,41.67,336.60,306.93,1.27,22.60,95.00,0.60,37.20,69.94,258.20,1.73,0.60,3.07,2.53,0.53,5.60,NWE,8,3,27.22,19.78,1897,23.17,39.79,0.89,47.44,400.00,352.28,1.06,30.22,130.33,1.28,36.28,65.87,278.33,1.67,0.67,2.00,1.22,0.61,5.83,False
2018,NWE,2018-12-02,04:25:00,outdoors,turf,65878,53,6,,True,8,3,True,27.22,19.78,1897,23.17,39.79,0.89,47.44,400.00,352.28,1.06,30.22,130.33,1.28,36.28,65.87,278.33,1.67,0.67,2.00,1.22,0.61,5.83,MIN,6,4,22.07,20.80,1765,19.07,34.32,1.40,41.67,336.60,306.93,1.27,22.60,95.00,0.60,37.20,69.94,258.20,1.73,0.60,3.07,2.53,0.53,5.60,True
2018,NYJ,2018-12-02,04:05:00,outdoors,grass,60904,70,13,,False,3,8,False,19.67,26.47,1750,15.67,31.78,1.33,46.97,294.47,369.73,2.00,26.00,105.00,0.67,32.60,56.82,204.20,1.00,1.27,2.33,2.33,0.40,6.53,TEN,5,6,18.93,18.67,1764,17.80,39.40,0.60,42.86,307.00,326.80,1.13,28.93,130.47,0.93,26.27,67.39,194.07,0.93,0.73,2.33,2.93,0.33,5.20,False
2018,OAK,2018-12-02,04:05:00,outdoors,grass,54255,57,6,,True,2,9,False,16.33,28.33,1836,18.20,38.13,1.00,43.33,320.93,374.33,1.47,23.87,99.27,0.60,33.20,69.95,241.33,1.00,0.53,0.73,3.27,0.07,6.93,KAN,9,2,35.56,25.62,1762,23.94,46.68,1.00,80.83,425.06,402.06,1.12,24.56,121.31,1.19,35.69,66.22,314.19,3.00,0.69,3.31,1.69,0.75,8.50,False
2018,PIT,2018-12-02,08:20:00,outdoors,grass,61069,57,8,,True,7,3,False,27.13,22.60,1843,23.53,43.75,0.93,65.00,398.73,327.20,1.33,20.67,85.73,0.93,43.20,67.93,322.60,2.27,0.93,3.00,1.33,0.47,6.60,LAC,8,3,26.61,21.50,1823,20.78,38.41,0.56,94.44,363.33,337.00,1.22,24.56,110.06,1.00,33.06,66.89,267.06,1.94,0.72,2.50,2.06,0.50,6.83,False
2018,SEA,2018-12-02,04:25:00,outdoors,turf,69009,45,2,,True,6,5,True,26.69,21.56,1843,20.12,35.87,0.94,75.00,347.94,355.12,0.69,32.69,154.06,0.94,26.44,65.18,215.25,2.12,0.44,2.56,3.06,0.81,6.38,SFO,2,9,21.07,27.47,1796,21.60,36.08,0.67,42.86,361.20,344.07,2.07,26.47,120.53,0.47,33.53,62.03,264.80,1.67,1.33,2.27,3.00,0.33,6.93,True
2018,SFO,2018-12-02,04:25:00,outdoors,turf,69009,45,2,,False,2,9,False,21.07,27.47,1796,21.60,36.08,0.67,42.86,361.20,344.07,2.07,26.47,120.53,0.47,33.53,62.03,264.80,1.67,1.33,2.27,3.00,0.33,6.93,SEA,6,5,26.69,21.56,1843,20.12,35.87,0.94,75.00,347.94,355.12,0.69,32.69,154.06,0.94,26.44,65.18,215.25,2.12,0.44,2.56,3.06,0.81,6.38,False
2018,TAM,2018-12-02,01:00:00,outdoors,grass,52568,81,15,,True,4,7,False,24.67,29.40,1801,23.60,45.99,0.80,64.29,412.80,388.60,2.07,23.80,93.93,0.53,38.20,65.78,332.87,2.40,1.60,2.20,2.47,0.47,7.27,CAR,6,5,23.50,23.88,1844,22.25,41.24,1.19,47.62,373.25,353.19,1.38,26.00,133.50,1.06,35.19,67.46,254.44,1.75,1.00,2.19,2.00,0.62,5.75,True
2018,TEN,2018-12-02,04:05:00,outdoors,grass,60904,70,13,,True,5,6,True,18.93,18.67,1764,17.80,39.40,0.60,42.86,307.00,326.80,1.13,28.93,130.47,0.93,26.27,67.39,194.07,0.93,0.73,2.33,2.93,0.33,5.20,NYJ,3,8,19.67,26.47,1750,15.67,31.78,1.33,46.97,294.47,369.73,2.00,26.00,105.00,0.67,32.60,56.82,204.20,1.00,1.27,2.33,2.33,0.40,6.53,True
2018,PHI,2018-12-03,08:15:00,outdoors,grass,69696,36,15,,True,5,6,True,22.00,21.00,1909,21.00,39.36,1.41,61.25,350.76,366.94,1.53,24.41,90.82,0.76,36.47,69.56,273.12,1.76,0.88,2.65,2.18,0.41,5.82,WAS,6,5,17.56,22.44,1778,17.50,34.98,1.12,55.56,299.69,353.38,1.19,25.88,110.88,0.75,31.81,60.88,205.44,1.00,0.94,2.88,2.75,0.69,7.19,True
2018,WAS,2018-12-03,08:15:00,outdoors,grass,69696,36,15,,False,6,5,False,17.56,22.44,1778,17.50,34.98,1.12,55.56,299.69,353.38,1.19,25.88,110.88,0.75,31.81,60.88,205.44,1.00,0.94,2.88,2.75,0.69,7.19,PHI,5,6,22.00,21.00,1909,21.00,39.36,1.41,61.25,350.76,366.94,1.53,24.41,90.82,0.76,36.47,69.56,273.12,1.76,0.88,2.65,2.18,0.41,5.82,False
2018,JAX,2018-12-06,08:20:00,outdoors,grass,60344,44,5,,False,4,8,False,15.31,19.75,1814,17.31,39.83,1.06,43.75,302.00,311.44,1.81,26.00,107.69,0.44,33.50,61.20,214.44,0.94,0.81,2.31,3.31,0.38,7.56,TEN,6,6,18.93,18.67,1764,17.80,39.40,0.60,42.86,307.00,326.80,1.13,28.93,130.47,0.93,26.27,67.39,194.07,0.93,0.73,2.33,2.93,0.33,5.20,False
2018,TEN,2018-12-06,08:20:00,outdoors,grass,60344,44,5,,True,6,6,True,18.93,18.67,1764,17.80,39.40,0.60,42.86,307.00,326.80,1.13,28.93,130.47,0.93,26.27,67.39,194.07,0.93,0.73,2.33,2.93,0.33,5.20,JAX,4,8,15.31,19.75,1814,17.31,39.83,1.06,43.75,302.00,311.44,1.81,26.00,107.69,0.44,33.50,61.20,214.44,0.94,0.81,2.31,3.31,0.38,7.56,True
